label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
left,0.7634703516960144,0.7134768962860107,-4.0911055521064554e-07,0.7217394113540649,0.7332539558410645,-0.021818572655320168,0.6661248207092285,0.7344769835472107,-0.030394401401281357,0.6230894327163696,0.7321562767028809,-0.03780930116772652,0.5944440364837646,0.7360186576843262,-0.03968866169452667,0.6500534415245056,0.6477447152137756,-0.0019638279918581247,0.6334547400474548,0.6352007985115051,-0.020981740206480026,0.6619502305984497,0.6695207357406616,-0.0280451737344265,0.6715274453163147,0.6726109981536865,-0.030622530728578568,0.6694754362106323,0.6188104152679443,0.00036290186108089983,0.6602505445480347,0.6203739643096924,-0.02114817127585411,0.6875705122947693,0.6632115840911865,-0.02220800146460533,0.6890559792518616,0.6578652858734131,-0.017619872465729713,0.6935040950775146,0.5998027920722961,-0.002602790482342243,0.6866279244422913,0.6022148132324219,-0.02591315098106861,0.708000123500824,0.6436031460762024,-0.016994254663586617,0.709691047668457,0.6403120160102844,-0.004892844241112471,0.7189968228340149,0.5846007466316223,-0.007660538889467716,0.7087190747261047,0.5820942521095276,-0.01850813999772072,0.7209855318069458,0.6172345280647278,-0.00975644402205944,0.7247150540351868,0.622151792049408,0.00025419919984415174
left,0.7626222372055054,0.71338951587677,-4.040749104206043e-07,0.7211920022964478,0.7335550785064697,-0.021053722128272057,0.6668198704719543,0.735594630241394,-0.03024185262620449,0.6239500641822815,0.7324407696723938,-0.03848952800035477,0.5949037075042725,0.736314594745636,-0.04152693226933479,0.6512120962142944,0.6488693952560425,-0.002591516124084592,0.6342596411705017,0.6353849768638611,-0.02262474223971367,0.6622503399848938,0.6680396199226379,-0.030942514538764954,0.6735166311264038,0.6731942892074585,-0.034107714891433716,0.6704989671707153,0.62044358253479,-0.00080147321568802,0.6604926586151123,0.6207236647605896,-0.022566596046090126,0.6878290176391602,0.6619507670402527,-0.024326324462890625,0.690568208694458,0.6590442657470703,-0.020390944555401802,0.6941436529159546,0.6015973091125488,-0.004174393601715565,0.6864945888519287,0.6031513810157776,-0.027447575703263283,0.707954466342926,0.6432478427886963,-0.018680470064282417,0.7104246616363525,0.6420272588729858,-0.006817623041570187,0.7197436690330505,0.5865319967269897,-0.00955870095640421,0.7081963419914246,0.582570493221283,-0.020452531054615974,0.7206813097000122,0.6166481375694275,-0.011491680517792702,0.7248581647872925,0.6226210594177246,-0.0014010356971994042
left,0.7627595663070679,0.7140882611274719,-4.1016605223376246e-07,0.7208602428436279,0.7334649562835693,-0.021675532683730125,0.6662880778312683,0.7350494265556335,-0.030766507610678673,0.6231418251991272,0.7324463129043579,-0.03877522051334381,0.594285249710083,0.7358254194259644,-0.04145389422774315,0.6506189107894897,0.6468340158462524,-0.0028694425709545612,0.6335974335670471,0.6359550952911377,-0.021953262388706207,0.6621689796447754,0.6693886518478394,-0.029446648433804512,0.6724414229393005,0.671693742275238,-0.032464753836393356,0.6697720885276794,0.6188123226165771,-0.000737496477086097,0.6600580811500549,0.6209628582000732,-0.022099940106272697,0.6877951622009277,0.6632109880447388,-0.023322906345129013,0.6902167797088623,0.6581835150718689,-0.0191721823066473,0.6936317682266235,0.6003572344779968,-0.00375568144954741,0.6857237219810486,0.6029746532440186,-0.02713817171752453,0.707227885723114,0.6442803740501404,-0.01804552786052227,0.7100108861923218,0.6420201063156128,-0.0059270053170621395,0.7192631363868713,0.5855351090431213,-0.008825692348182201,0.70697021484375,0.581652045249939,-0.019905509427189827,0.7190530300140381,0.6169756650924683,-0.010790975764393806,0.7237381339073181,0.6234465837478638,-0.000507761025801301
left,0.7638556957244873,0.7137939929962158,-3.998986812803196e-07,0.7218321561813354,0.733994722366333,-0.021937081590294838,0.6660018563270569,0.7351369261741638,-0.030488675460219383,0.6225867867469788,0.7330291271209717,-0.03777392581105232,0.5940574407577515,0.737750768661499,-0.03947623446583748,0.650120198726654,0.6485544443130493,-0.002488048281520605,0.6331692934036255,0.6365504860877991,-0.02110058069229126,0.6625157594680786,0.6696500778198242,-0.027955269441008568,0.6711848974227905,0.6707760095596313,-0.03062944859266281,0.6693345308303833,0.6203728318214417,-7.273209484992549e-05,0.6602491140365601,0.6210257411003113,-0.021159309893846512,0.6884574294090271,0.6629074811935425,-0.02202986739575863,0.6891946792602539,0.6569318771362305,-0.017540233209729195,0.6932035684585571,0.6019706130027771,-0.0028464640490710735,0.68643718957901,0.6038681864738464,-0.02587432786822319,0.7084474563598633,0.6443792581558228,-0.016734357923269272,0.7099040746688843,0.6405225992202759,-0.004657366778701544,0.7183065414428711,0.5872642397880554,-0.007710931822657585,0.7077261209487915,0.5838098526000977,-0.018359145149588585,0.7204475998878479,0.6183834671974182,-0.009280079044401646,0.7245779037475586,0.6234079599380493,0.0008722829516045749
left,0.7620755434036255,0.7150339484214783,-3.980683800364204e-07,0.7195159792900085,0.7344475388526917,-0.021702485159039497,0.6648643612861633,0.735909104347229,-0.030630549415946007,0.6220372319221497,0.7337007522583008,-0.03846646100282669,0.5933294892311096,0.7377609014511108,-0.040833979845047,0.6496382355690002,0.6483100056648254,-0.0023774118162691593,0.6320599317550659,0.6365717053413391,-0.021151356399059296,0.6602864265441895,0.6703665852546692,-0.028176188468933105,0.6697365641593933,0.672319769859314,-0.030806928873062134,0.6689154505729675,0.6199355125427246,-5.191796299186535e-05,0.6596429944038391,0.623229444026947,-0.021142922341823578,0.6868820190429688,0.665091872215271,-0.022046679630875587,0.6886203289031982,0.6583040356636047,-0.01753232814371586,0.692981481552124,0.6015480756759644,-0.0029512178152799606,0.6864639520645142,0.6061047315597534,-0.025914808735251427,0.7075559496879578,0.6463111639022827,-0.0170662272721529,0.7097680568695068,0.641603946685791,-0.005119185894727707,0.718378484249115,0.5868645310401917,-0.007939008995890617,0.7078153491020203,0.5851651430130005,-0.018564196303486824,0.7195158004760742,0.619610071182251,-0.00975595973432064,0.7240651845932007,0.6241990923881531,0.0002810877631418407
left,0.7620479464530945,0.7148368954658508,-4.0171514115172613e-07,0.7198917865753174,0.7342501282691956,-0.021928921341896057,0.6651999950408936,0.7348591089248657,-0.031038524582982063,0.6223297119140625,0.7325519323348999,-0.03897221386432648,0.5932893753051758,0.7363675236701965,-0.041459038853645325,0.6500691771507263,0.6480353474617004,-0.003035065019503236,0.6325364708900452,0.6355904936790466,-0.02266662009060383,0.6607804298400879,0.6697253584861755,-0.030329229310154915,0.670951247215271,0.6727864742279053,-0.03319252282381058,0.6694499850273132,0.6193038821220398,-0.000707516388501972,0.6600057482719421,0.6221525073051453,-0.022234948351979256,0.6872243285179138,0.6642241477966309,-0.023390432819724083,0.6893620491027832,0.6583995819091797,-0.018965139985084534,0.6934070587158203,0.6007475852966309,-0.0036486778408288956,0.6866398453712463,0.6049267053604126,-0.02691906876862049,0.7078613042831421,0.6455618739128113,-0.0180981308221817,0.7100403308868408,0.6415709257125854,-0.00611879350617528,0.7187303900718689,0.5859748125076294,-0.008683980442583561,0.70818692445755,0.5847131013870239,-0.01942337118089199,0.7202951312065125,0.6192210912704468,-0.010570593178272247,0.7246215343475342,0.6237936615943909,-0.0004898287588730454
left,0.7622153759002686,0.7164837718009949,-4.055425506521715e-07,0.7187268733978271,0.7348748445510864,-0.020722292363643646,0.6641677618026733,0.7345936298370361,-0.02936456725001335,0.6217605471611023,0.731579065322876,-0.037161827087402344,0.59293532371521,0.7355446219444275,-0.03967709094285965,0.6498270034790039,0.6453661322593689,-0.0014019518857821822,0.6324465274810791,0.6364165544509888,-0.020986437797546387,0.6602061986923218,0.6701897978782654,-0.02913925051689148,0.6706591844558716,0.6725020408630371,-0.03237859904766083,0.6691895127296448,0.6174136996269226,0.0003883754543494433,0.6597989797592163,0.6233395338058472,-0.02104978822171688,0.6865275502204895,0.6647046804428101,-0.02248978428542614,0.6891440153121948,0.6581923961639404,-0.018358713015913963,0.6932429075241089,0.5994600653648376,-0.0030743146780878305,0.6864491105079651,0.6062572002410889,-0.02577713318169117,0.7071295976638794,0.646114706993103,-0.017245378345251083,0.709581196308136,0.6412355899810791,-0.005649355705827475,0.7188193202018738,0.5854190587997437,-0.008646298199892044,0.7087151408195496,0.5865457653999329,-0.018727915361523628,0.7200369238853455,0.6205482482910156,-0.010229557752609253,0.724122166633606,0.6236918568611145,-0.0005964416777715087
left,0.7611173391342163,0.7159816026687622,-4.1024998154171044e-07,0.7170441746711731,0.7345613241195679,-0.02108113095164299,0.6625758409500122,0.7332742810249329,-0.029976889491081238,0.6201591491699219,0.72987961769104,-0.037989165633916855,0.5911625027656555,0.7344850301742554,-0.040850408375263214,0.6484558582305908,0.6420601010322571,-0.0013167929137125611,0.6328428387641907,0.6337288022041321,-0.02040819264948368,0.6600888967514038,0.6678027510643005,-0.028589947149157524,0.670459508895874,0.6703748106956482,-0.032014086842536926,0.6679021716117859,0.6138225793838501,0.0005552301881834865,0.6610592603683472,0.6215437650680542,-0.020078003406524658,0.6867475509643555,0.6634926199913025,-0.02181502990424633,0.6889732480049133,0.6570708155632019,-0.018177863210439682,0.6925868988037109,0.5962674617767334,-0.002771381288766861,0.6877613663673401,0.6050193905830383,-0.02526189759373665,0.7074675559997559,0.6460070610046387,-0.01701344922184944,0.7097879648208618,0.6419104933738708,-0.0057242861948907375,0.7187140583992004,0.582921028137207,-0.008220843970775604,0.7092247009277344,0.5850679278373718,-0.01855580508708954,0.7202395796775818,0.6199736595153809,-0.00991889275610447,0.7246679663658142,0.6238834857940674,-9.877689444692805e-05
left,0.7612645626068115,0.7148717045783997,-4.261329706878314e-07,0.7180997729301453,0.7329774498939514,-0.01926041767001152,0.6630756258964539,0.7311860918998718,-0.027945024892687798,0.6211169362068176,0.7262281775474548,-0.036200687289237976,0.5925987362861633,0.7303078770637512,-0.039578743278980255,0.6514050960540771,0.6413367390632629,-0.0025427250657230616,0.6339588761329651,0.6294460892677307,-0.022600680589675903,0.6601023077964783,0.66468745470047,-0.030979285016655922,0.6700790524482727,0.6685842871665955,-0.03432982414960861,0.6713685989379883,0.6150698661804199,-0.001962683629244566,0.6621551513671875,0.6167169809341431,-0.023509293794631958,0.6875190734863281,0.6607772707939148,-0.02485436387360096,0.6897545456886292,0.6568272113800049,-0.020816829055547714,0.6957386136054993,0.5976898074150085,-0.0063251713290810585,0.6874879598617554,0.5997613072395325,-0.029555127024650574,0.7075509428977966,0.6428665518760681,-0.020272258669137955,0.7104027271270752,0.6416041254997253,-0.008188356645405293,0.7219507694244385,0.5844696760177612,-0.012590212747454643,0.7091376781463623,0.5796197652816772,-0.02366366982460022,0.7205767631530762,0.6153692603111267,-0.014193098060786724,0.7257699966430664,0.6216672658920288,-0.003665199503302574
left,0.7612294554710388,0.7127986550331116,-3.9507020233031653e-07,0.7165578603744507,0.7295191287994385,-0.019912995398044586,0.6626197695732117,0.728588342666626,-0.0294374767690897,0.6206160187721252,0.7239763736724854,-0.03819959983229637,0.5915811061859131,0.7275481224060059,-0.042129192501306534,0.6517078280448914,0.6384080648422241,-0.0033714217133820057,0.634676456451416,0.629693329334259,-0.02286936528980732,0.6604979634284973,0.6629957556724548,-0.031310997903347015,0.6705822944641113,0.6640431880950928,-0.03507043421268463,0.6717532277107239,0.6121929883956909,-0.00242411601357162,0.6617627143859863,0.6161971092224121,-0.023384230211377144,0.6864198446273804,0.6584861874580383,-0.0248027965426445,0.6897389888763428,0.6534468531608582,-0.021136295050382614,0.6960630416870117,0.5950942039489746,-0.006373468320816755,0.688029944896698,0.6004406213760376,-0.028582872822880745,0.7070068120956421,0.6416942477226257,-0.019656497985124588,0.7103024125099182,0.6388106346130371,-0.00822768360376358,0.7221417427062988,0.5818381309509277,-0.012330770492553711,0.7102941870689392,0.5810902118682861,-0.022465882822871208,0.7208261489868164,0.6156647205352783,-0.013388416729867458,0.7258931398391724,0.6201754808425903,-0.0034748977050185204
